employee_id,first_name,last_name,gender,department,job_title,education_level,performance_rating,state,home_city,base_location,hiredate,birthdate,termination_date,overtime,salary,adjusted_salary
SD - 13104,Olga,Barreto,female,Software Development,Angular Developer,Bachelor,Partial,Goa,Panaji,Hyderabad,15-05-2017,04-04-1975,12-09-2022,Yes,474729,631963.5671415667
SD - 13105,Prakash,Thakur,male,Software Development,Software Programmer,Bachelor,Exceeds,Madhya Pradesh,Indore,Hyderabad,12-03-2024,19-07-1986,,No,1252541,1640468.1644699557
FN - 13106,Uday,Ranade,male,Finance,Internal Auditor,Master,Star,Maharashtra,Pune,Bengaluru,08-09-2019,07-04-1960,,Yes,1702737,2722411.3376065954
SD - 13107,Milind,Mahale,male,Software Development,Mobile App Developer,Master,Exceeds,Maharashtra,Nashik,Hyderabad,21-02-2016,22-03-1966,,No,589361,944268.3319824438
DA - 13108,Vishnu,Setty,male,Data & Analytics,Data Engineer,Master,Partial,Karnataka,Hubli,Pune,11-09-2021,28-10-1985,,No,2145778,3251991.5949037005
PS - 13109,Chandru,Jafri,male,Product & Strategy,Innovation Strategist,PhD,Partial,Telangana,Hyderabad,Bengaluru,21-09-2022,10-01-1962,,Yes,2598764,4887431.062215068
DB - 13110,Latha,Chowdary,female,Databases,Database Reliability Engineer,Master,Partial,Andhra Pradesh,Vijayawada,Bengaluru,10-07-2016,24-12-1985,,No,1734340,2652405.0631570527
DA - 13111,Radha,Pandey,female,Data & Analytics,BI Engineer,Bachelor,Below,Uttar Pradesh,Varanasi,Bengaluru,14-08-2019,26-09-1962,01-10-2020,Yes,2533752,3759639.207444812
FN - 13112,Prachi,Bhagat,female,Finance,Finance Manager,PhD,Meets,Gujarat,Gandhinagar,Kolkata,29-08-2018,15-07-1982,,No,2372084,4399694.109002375
SD - 13113,Gopal,Agarwal,male,Software Development,Backend Developer,Bachelor,Meets,Bihar,Patna,Hyderabad,21-05-2023,10-12-1998,,No,2775030,3600115.0779035534
SM - 13114,Shyamal,Ghosh,male,Sales & Marketing,SEO Specialist,Diploma,Exceeds,West Bengal,Durgapur,Bengaluru,24-08-2023,13-12-1971,,No,1211455,1445512.2284310888
UX - 13115,Phom,Zhimomi,male,UI/UX & Design,Product Designer,Bachelor,Partial,Nagaland,Mokokchung,Bengaluru,03-12-2015,18-03-1973,,No,1715018,2317125.851377974
UX - 13116,Sonal,Patel,female,UI/UX & Design,Product Designer,Bachelor,Exceeds,Chhattisgarh,Raipur,Bhubaneswar,08-12-2017,04-03-1972,,No,1305479,1873837.9995595007
AI - 13117,Harmanpreet,Waraich,female,AI & Machine Learning,MLOps Engineer,Bachelor,Meets,Punjab,Jalandhar,Pune,08-05-2023,10-09-1992,,No,2225170,2964638.856025718
SD - 13118,Ranjit,Parida,male,Software Development,Angular Developer,Bachelor,Meets,Odisha,Sambalpur,Bengaluru,31-10-2018,01-04-1978,,No,950450,1280141.5701410426
CD - 13119,Lalrintluanga,Chhunga,male,Cloud & DevOps,Site Reliability Engineer (SRE),Bachelor,Meets,Mizoram,Aizawl,Kolkata,18-05-2023,28-10-1978,,No,1484764,1970353.7387781814
HR - 13120,Varsha,Sawant,female,HR & People Ops,L&D Specialist,Master,Meets,Goa,Margao,Bengaluru,01-11-2017,12-04-1956,,No,1414025,2399446.381740591
UX - 13121,Kavita,Munda,female,UI/UX & Design,Product Designer,Master,Meets,Jharkhand,Jamshedpur,Pune,01-10-2023,22-04-1989,,No,876182,1326182.951864813
SM - 13122,Asmat,Pala,female,Sales & Marketing,Content Writer,Bachelor,Meets,Jammu & Kashmir,Srinagar,Hyderabad,01-05-2016,10-05-1972,14-08-2023,Yes,389926,539866.3170499244
CD - 13123,Archana,Parab,female,Cloud & DevOps,DevOps Engineer,Master,Partial,Goa,Panaji,Kolkata,18-02-2023,10-11-1973,19-11-2025,No,1555845,2453028.435878255
HR - 13124,Sonal,Padhye,female,HR & People Ops,L&D Specialist,Master,Meets,Maharashtra,Mumbai,Bengaluru,17-04-2021,22-05-1995,,No,951448,1478389.2402347901
PS - 13125,Nitin,Thakur,male,Product & Strategy,Program Manager,Bachelor,Exceeds,Bihar,Patna,Bhubaneswar,01-05-2021,16-12-1987,,No,3061306,4105550.0694420696
RD - 13126,Seema,Khandelwal,female,Research & Development (R&D),Research Scientist,PhD,Star,Rajasthan,Udaipur,New Delhi,04-10-2020,03-04-1980,,Yes,2291414,4178567.827693094
AD - 13127,Pushpa,Kharb,female,Administration,Admin Executive,Diploma,Meets,Haryana,Rohtak,Hyderabad,11-01-2017,26-03-1985,10-10-2024,No,613684,702752.1694091647
SM - 13128,Gopal,Siddappa,male,Sales & Marketing,Sales Executive,Master,Partial,Karnataka,Mangaluru,Bengaluru,13-05-2019,03-04-1954,,Yes,1659354,2738062.1234088945
DA - 13129,Naga,Zhimomi,male,Data & Analytics,Data Analyst,Bachelor,Meets,Nagaland,Kohima,Hyderabad,09-04-2022,24-09-1978,,No,1009736,1371455.6684138994
DB - 13130,Kamal,Kandpal,male,Databases,Data Warehouse Developer,Bachelor,Meets,Uttarakhand,Haridwar,Hyderabad,03-04-2023,09-10-1974,,Yes,2499155,3353008.653942119
SD - 13131,Naresh,Pande,male,Software Development,Mobile App Developer,Bachelor,Meets,Uttarakhand,Dehradun,Bhubaneswar,21-11-2022,13-08-2001,,No,1918694,2518872.722350137
SD - 13132,Juliana,Pinto,female,Software Development,Full-Stack Developer,Bachelor,Partial,Goa,Margao,Pune,05-08-2023,04-01-2003,,No,1544549,1937574.3033613786
RD - 13133,Utpal,Rajkhowa,male,Research & Development (R&D),Innovation Engineer,Master,Meets,Assam,Silchar,Bengaluru,16-10-2019,01-01-1999,,No,2126143,3254263.093069166
SD - 13134,Smita,Carvalho,female,Software Development,Full-Stack Developer,Bachelor,Meets,Goa,Panaji,Bhubaneswar,17-01-2016,19-12-1989,,Yes,2069459,2770965.480309659
UX - 13135,Kanta,Negi,female,UI/UX & Design,UI Designer,Bachelor,Meets,Uttarakhand,Dehradun,Hyderabad,16-04-2022,11-10-1994,,No,984094,1296027.9364446676
DB - 13136,Mohan,Kulkarni,male,Databases,SQL Developer,Bachelor,Meets,Maharashtra,Nashik,Pune,16-02-2024,06-09-1969,,No,1940688,2754143.811746388
SD - 13137,Taranpreet,Toor,female,Software Development,Full-Stack Developer,Master,Meets,Punjab,Chandigarh,Bengaluru,02-08-2019,23-01-1984,28-05-2022,No,1347146,2155656.3523252234
DA - 13138,Ashok,Malik,male,Data & Analytics,BI Engineer,Master,Meets,Haryana,Kurukshetra,Bhubaneswar,27-05-2022,02-12-1985,,No,2782569,4374750.1270642225
CS - 13139,Madan,Joshi,male,Cybersecurity,Threat Intelligence Analyst,Master,Meets,Uttarakhand,Nainital,Bengaluru,20-08-2019,20-09-1965,,No,1029809,1711903.1079501156
CD - 13140,Rakhi,Sharma,female,Cloud & DevOps,Cloud Engineer,Master,Exceeds,Bihar,Patna,Bengaluru,08-10-2023,30-11-1979,,Yes,513860,793065.092743302
CD - 13141,Sita,Varma,female,Cloud & DevOps,Cloud Engineer,Master,Meets,Andhra Pradesh,Vijayawada,Pune,14-08-2024,12-10-1989,,No,2679339,4090745.528555396
AI - 13142,Kusum,Bishtwal,female,AI & Machine Learning,Deep Learning Engineer,PhD,Meets,Uttarakhand,Dehradun,Pune,31-08-2019,25-02-1970,,Yes,1687532,3236161.6545912
AI - 13143,Tina,Suthar,female,AI & Machine Learning,GenAI Engineer,Master,Meets,Gujarat,Ahmedabad,Bengaluru,21-06-2018,10-04-1964,10-03-2020,Yes,1948742,3073524.5402500266
SD - 13144,Chandan,Biswal,male,Software Development,React.js Developer,Bachelor,Partial,Odisha,Rourkela,Bengaluru,21-06-2016,30-07-1983,,No,2197959,2888489.8408782054
CD - 13145,Subhajit,Karmakar,male,Cloud & DevOps,DevOps Engineer,Master,Meets,West Bengal,Durgapur,Kolkata,15-12-2024,23-01-1986,,No,3151955,4933118.375776637
DB - 13146,Mohammed,Shaikh,male,Databases,Data Governance Specialist,Bachelor,Meets,Telangana,Hyderabad,Bengaluru,19-02-2023,17-05-1986,,No,1066873,1426019.8783940275
QA - 13147,Sanjiv,Kashyap,male,Quality Assurance & Testing,Manual Tester,Bachelor,Exceeds,Jharkhand,Jamshedpur,Kolkata,14-12-2024,22-06-1974,,No,1296530,1871764.791417831
CD - 13148,Rupal,Kashyap,female,Cloud & DevOps,Cloud Engineer,Bachelor,Meets,Bihar,Patna,Chennai,12-11-2021,19-05-1992,,No,1820651,2433529.013765191
SM - 13149,Krishna,Tiwari,male,Sales & Marketing,SEO Specialist,Diploma,Exceeds,Bihar,Patna,Hyderabad,28-10-2022,24-06-1966,,No,545298,686029.000623732
CSRV - 13150,Jaspreet,Grewal,male,Customer Service,Customer Support Engineer,Bachelor,Exceeds,Punjab,Ludhiana,Pune,04-03-2019,07-12-1991,04-05-2022,Yes,709843,941242.7783505354
CS - 13151,Kishor,Rawal,male,Cybersecurity,Compliance Security Specialist,Bachelor,Meets,Gujarat,Ahmedabad,Bhubaneswar,17-12-2022,24-04-1990,,No,601468,787924.8850010923
SD - 13152,Sunita,Chitale,female,Software Development,Frontend Developer,Bachelor,Partial,Maharashtra,Nashik,Hyderabad,13-04-2021,01-05-1966,,No,1676456,2463443.8062067386
DC - 13153,Laishram,Devi,male,Delivery & Client Services,Client Services Manager,PhD,Meets,Manipur,Churachandpur,Bengaluru,26-03-2022,16-08-1976,,No,2088496,3703977.1040054457
DA - 13154,Saurabh,Chaudhary,male,Data & Analytics,Data Scientist,Bachelor,Meets,Jharkhand,Ranchi,Bengaluru,21-12-2022,18-07-1977,,No,1627763,2272500.86109343
SD - 13155,Geeta,Biswal,female,Software Development,Embedded Systems Engineer,Bachelor,Exceeds,Odisha,Sambalpur,Bengaluru,07-09-2018,28-01-1971,,No,477891,639010.457233847
AI - 13156,Naresh,Shukla,male,AI & Machine Learning,NLP Scientist,Bachelor,Meets,Uttar Pradesh,Varanasi,Bengaluru,29-03-2017,14-07-1980,,No,1033039,1389058.0537804877
DA - 13157,Harbhajan,Sidhu,male,Data & Analytics,ETL Developer,Bachelor,Partial,Punjab,Chandigarh,New Delhi,20-06-2019,12-08-1990,,No,1287187,1657875.7729152155
AI - 13158,Sweety,Lakra,female,AI & Machine Learning,Computer Vision Engineer,Master,Meets,Jharkhand,Ranchi,Bengaluru,13-07-2019,24-02-1984,,No,1008528,1611733.1589193088
AI - 13159,Harendra,Srivastava,male,AI & Machine Learning,Computer Vision Engineer,PhD,Meets,Uttar Pradesh,Varanasi,Chennai,04-05-2016,13-04-1961,,No,1982941,3913285.6431755987
PS - 13160,Rakesh,Verma,male,Product & Strategy,Portfolio Manager,Master,Meets,Himachal Pradesh,Mandi,Hyderabad,09-07-2023,27-09-1966,,No,2573799,4290912.140110521
SD - 13161,Kharlyngdoh,Kharkongor,female,Software Development,Embedded Systems Engineer,Bachelor,Exceeds,Meghalaya,Shillong,Bhubaneswar,11-12-2022,13-08-1999,,No,2032645,2570769.3990506944
AI - 13162,Satnam,Brar,male,AI & Machine Learning,MLOps Engineer,Master,Exceeds,Punjab,Mohali,Bengaluru,05-08-2022,26-01-1987,,No,824028,1325886.772941891
IT - 13163,Brijesh,Gusain,male,IT Support,System Administrator,Master,Meets,Uttarakhand,Rishikesh,Bengaluru,12-12-2018,05-06-1973,,No,441546,696114.8208938974
SM - 13164,Saranya,Pillai,female,Sales & Marketing,Digital Marketer,Master,Meets,Tamilnadu,Tiruchirappalli,Kolkata,23-06-2021,02-07-1973,,No,2470568,3857606.8730819775
CD - 13165,Vikram,Pandey,male,Cloud & DevOps,Platform Engineer,Bachelor,Star,Uttar Pradesh,Noida,Bhubaneswar,18-11-2021,02-04-1995,,Yes,3038400,3939453.5150892576
SD - 13166,Anita,Parida,female,Software Development,Software Engineer,Bachelor,Meets,Odisha,Cuttack,Hyderabad,20-03-2019,07-03-1982,,Yes,1171376,1617299.7574281304
CS - 13167,Kiran,Brahmbhatt,female,Cybersecurity,Penetration Tester,Bachelor,Below,Gujarat,Surat,Bhubaneswar,14-06-2021,31-07-1986,,No,992440,1313819.4499131187
SD - 13168,Yogesh,Padhye,male,Software Development,Software Architect,PhD,Partial,Maharashtra,Nashik,Bhubaneswar,22-01-2022,12-11-1974,,No,1864223,3367967.899571565
CS - 13169,Vikrant,Dixit,male,Cybersecurity,Cloud Security Engineer,Bachelor,Meets,Maharashtra,Nagpur,Hyderabad,08-11-2021,23-06-1991,,Yes,2245010,2918400.582857915
DA - 13170,Khonglah,Lukram,male,Data & Analytics,Business Intelligence Analyst,Bachelor,Meets,Meghalaya,Tura,Hyderabad,20-11-2018,20-04-1970,,No,2770844,3945416.35524001
SD - 13171,Pushpa,Samal,female,Software Development,Embedded Systems Engineer,Bachelor,Meets,Odisha,Bhubaneswar,Hyderabad,13-05-2023,09-12-1993,,No,2203018,2901390.8826887063
DA - 13172,Asha,Narayan,female,Data & Analytics,Data Engineer,Bachelor,Meets,Bihar,Patna,Bhubaneswar,05-08-2024,12-02-1986,,Yes,2175434,2844451.0003808867
SD - 13173,Payal,Vora,female,Software Development,Backend Developer,Master,Meets,Gujarat,Vadodara,Bengaluru,10-03-2019,21-10-1974,,Yes,1963200,3164053.4007649
DA - 13174,Aarti,Sabnis,female,Data & Analytics,Analytics Consultant,Master,Below,Maharashtra,Nagpur,Pune,22-08-2022,07-03-1962,,No,2887823,4709650.282706218
SD - 13175,Sharad,Sathe,male,Software Development,Frontend Developer,Bachelor,Meets,Maharashtra,Nagpur,Chennai,06-09-2022,12-12-1979,,No,895819,1217144.019743459
AI - 13176,Ritika,Luthra,female,AI & Machine Learning,ML Engineer,Master,Partial,Delhi,New Delhi,Hyderabad,10-08-2021,01-01-1977,,No,3802762,6059591.135547304
SD - 13177,Anthony,Kamat,male,Software Development,Software Engineer,Bachelor,Exceeds,Goa,Margao,Hyderabad,21-06-2020,14-10-1990,,No,2060328,2690820.4196115634
CD - 13178,Mahesh,Pujara,male,Cloud & DevOps,DevOps Engineer,Master,Below,Gujarat,Ahmedabad,Pune,21-03-2022,26-06-1972,,Yes,2269074,3717475.8975362056
DC - 13179,Sita,Sarma,female,Delivery & Client Services,Account Delivery Lead,Bachelor,Exceeds,Andhra Pradesh,Visakhapatnam,Pune,28-07-2019,04-07-1964,,No,1210405,1739367.9960615796
QA - 13180,Padma,Bhagwat,female,Quality Assurance & Testing,Performance Tester,Bachelor,Meets,Maharashtra,Nagpur,Bengaluru,22-04-2022,17-06-1987,,Yes,1266657,1671130.240721658
UX - 13181,Mahesh,Saxena,male,UI/UX & Design,Product Designer,Master,Meets,Uttar Pradesh,Prayagraj,Hyderabad,13-07-2019,08-09-1959,,No,1647830,2646251.407498981
RD - 13182,Amit,Apte,male,Research & Development (R&D),Research Scientist,Bachelor,Exceeds,Maharashtra,Nagpur,Chennai,01-11-2019,16-02-1982,,No,2690661,3612275.0155227026
SD - 13183,Anjum,Bhuyan,female,Software Development,Mobile App Developer,Bachelor,Meets,Assam,Guwahati,Kolkata,15-09-2022,29-06-1967,05-12-2025,No,1343852,1837901.5878564976
DA - 13184,Moushumi,Sarmah,female,Data & Analytics,Data Scientist,Bachelor,Meets,Assam,Guwahati,New Delhi,20-01-2023,17-07-1969,,Yes,473577,686724.7376644702
DA - 13185,Shraddha,Tilak,female,Data & Analytics,Data Engineer,Master,Meets,Maharashtra,Mumbai,Pune,28-04-2021,31-12-1972,,Yes,2236162,3512579.0675260406
PS - 13186,Angami,Tetseo,male,Product & Strategy,Strategy Consultant,PhD,Meets,Nagaland,Kohima,Bhubaneswar,22-10-2023,30-12-1986,,Yes,1269121,2335211.1754839057
HR - 13187,Malini,Ramasamy,female,HR & People Ops,HRBP (Business Partner),Master,Meets,Tamilnadu,Tiruchirappalli,Bengaluru,16-09-2023,22-05-2001,,Yes,792006,1193915.647078533
UX - 13188,Ritu,Patro,female,UI/UX & Design,Product Designer,Master,Meets,Odisha,Bhubaneswar,Hyderabad,10-09-2017,07-03-1996,,No,1818344,2756191.5062172553
HR - 13189,Trupti,Natu,female,HR & People Ops,Payroll Manager,Bachelor,Meets,Maharashtra,Pune,Hyderabad,16-03-2020,09-05-1978,,No,556579,735763.557248896
DA - 13190,Tshering,Das,male,Data & Analytics,Data Analyst,Bachelor,Meets,Sikkim,Mangan,Hyderabad,14-11-2019,29-04-1998,,No,826914,1064645.7367104923
DA - 13191,Manoj,Danu,male,Data & Analytics,Business Intelligence Analyst,Bachelor,Meets,Uttarakhand,Rishikesh,Kolkata,15-12-2023,08-02-1987,,No,1164536,1555025.1267339126
SD - 13192,Amrita,Shandilya,female,Software Development,Angular Developer,Master,Star,Jharkhand,Jamshedpur,Bhubaneswar,08-03-2016,02-01-1971,,Yes,1138698,1852146.6697886167
DC - 13193,Yashwant,Naquin,male,Delivery & Client Services,Account Delivery Lead,Master,Meets,Goa,Margao,Bengaluru,15-05-2022,22-04-1977,,No,2275131,3580142.8578619617
AI - 13194,Padma,Abhyankar,female,AI & Machine Learning,AI Product Manager,Master,Meets,Maharashtra,Mumbai,Bengaluru,21-04-2020,23-07-1972,,No,2577583,3996372.084099422
QA - 13195,Lokesh,Dwivedi,male,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Master,Partial,Uttar Pradesh,Kanpur,Pune,22-02-2023,30-01-1987,,No,587864,925223.1677548779
QA - 13196,Suman,Parida,female,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Bachelor,Meets,Odisha,Sambalpur,Bengaluru,18-07-2021,10-11-1968,,No,1430838,2094756.448735683
SD - 13197,Kiran,Chowdary,male,Software Development,Software Engineer,Bachelor,Meets,Andhra Pradesh,Tirupati,Bengaluru,09-11-2020,01-04-1997,,No,1795023,2305741.008958828
CD - 13198,Sukhjinder,Toor,female,Cloud & DevOps,Site Reliability Engineer (SRE),Master,Meets,Punjab,Amritsar,New Delhi,22-09-2022,17-10-1991,,Yes,766542,1208986.1091788532
DA - 13199,Pankaj,Mehta,male,Data & Analytics,Business Intelligence Analyst,Master,Star,Gujarat,Vadodara,Pune,05-08-2017,06-01-1982,,No,959794,1544809.4581013424
SD - 13200,Sarita,Singh,female,Software Development,Software Programmer,Bachelor,Meets,Rajasthan,Udaipur,Bhubaneswar,16-05-2016,11-09-1980,,No,2168732,3036734.948175041
CSRV - 13201,Tabassum,Pandit,female,Customer Service,Customer Support Engineer,Master,Meets,Jammu & Kashmir,Srinagar,Hyderabad,16-06-2022,14-08-1984,,No,696692,1126986.2849808568
RD - 13202,Jignesh,Rajput,male,Research & Development (R&D),R&D Engineer,PhD,Meets,Gujarat,Ahmedabad,Bhubaneswar,15-09-2023,06-04-1978,,Yes,3922234,7213929.245144571
AI - 13203,Pardeep,Kundu,male,AI & Machine Learning,MLOps Engineer,Master,Meets,Haryana,Faridabad,Bhubaneswar,12-04-2024,10-06-1999,,No,2196498,3333561.018216867
PS - 13204,Khalid,Shah,male,Product & Strategy,Product Owner,Bachelor,Meets,Jammu & Kashmir,Baramulla,Bengaluru,27-01-2015,10-05-1972,,No,1715410,2280783.1327816662
UX - 13205,Jyoti,Verma,female,UI/UX & Design,UI Designer,Master,Meets,Uttar Pradesh,Noida,Bengaluru,11-12-2021,20-11-1957,,No,875490,1433188.2253235208
CSRV - 13206,Bishakha,Ray,female,Customer Service,Support Agent,Bachelor,Partial,Odisha,Bhubaneswar,Pune,17-10-2022,19-12-1980,,Yes,430447,598647.036305233
CD - 13207,Prem,Khatri,female,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Master,Meets,Haryana,Rohtak,Bhubaneswar,26-02-2020,11-09-1978,,Yes,1165277,1802038.8501980917
SD - 13208,Sachin,Shirke,male,Software Development,Backend Developer,Bachelor,Meets,Maharashtra,Nagpur,Bengaluru,07-05-2023,27-11-1984,,No,2424145,3320082.610239206
UX - 13209,Gopal,Santana,male,UI/UX & Design,UI Designer,Bachelor,Meets,Goa,Panaji,New Delhi,23-03-2022,20-01-1978,,No,874400,1203154.8780272848
SD - 13210,Madhusmita,Padhi,female,Software Development,React.js Developer,Bachelor,Partial,Odisha,Rourkela,Bengaluru,29-06-2023,20-08-1978,,Yes,2807686,3981342.8934562416
AI - 13211,Bina,Sherdukpen,female,AI & Machine Learning,Prompt Engineer,Bachelor,Meets,Arunachal Pradesh,Tawang,Pune,15-09-2024,11-08-1982,,No,2739824,3643136.661514415
DC - 13212,Harshal,Bapat,male,Delivery & Client Services,Account Delivery Lead,Bachelor,Meets,Maharashtra,Nashik,New Delhi,16-09-2021,23-06-1996,,Yes,2116828,2692985.6991335824
CS - 13213,Mahesh,Kudalkar,male,Cybersecurity,Application Security Engineer,Master,Star,Goa,Margao,Hyderabad,15-06-2023,09-05-1992,,No,1277537,2019301.5619941691
SD - 13214,Padma,Wagh,female,Software Development,React.js Developer,Bachelor,Meets,Maharashtra,Pune,Pune,10-02-2019,04-12-1954,,No,662655,991641.6914227061
CD - 13215,Siddharth,Rao,male,Cloud & DevOps,Cloud Engineer,Bachelor,Meets,Maharashtra,Nashik,Bengaluru,13-09-2018,26-07-1969,,No,2774329,3831175.5518041835
SD - 13216,Varun,Khanna,male,Software Development,Software Programmer,Bachelor,Meets,Delhi,New Delhi,Bengaluru,24-10-2023,14-05-1988,,No,1134316,1465101.6110335046
DB - 13217,Sanjay,Rath,male,Databases,Database Administrator (DBA),Master,Meets,Odisha,Sambalpur,Pune,18-07-2021,31-01-1987,,No,2153777,3289709.2581721516
QA - 13218,Rashmi,Mishra,female,Quality Assurance & Testing,Performance Tester,Bachelor,Star,Chhattisgarh,Raipur,Bengaluru,23-09-2017,15-01-1977,,No,853301,1182164.9974689842
IT - 13219,Anshuman,Samantaray,male,IT Support,IT Asset Manager,Master,Partial,Odisha,Cuttack,Pune,22-03-2024,29-09-1967,,No,524384,839873.047217297
SD - 13220,Jitendra,Soman,male,Software Development,Embedded Systems Engineer,Master,Meets,Maharashtra,Pune,New Delhi,20-04-2019,15-09-1990,,Yes,2095477,3154961.00096983
QA - 13221,Suman,Kholia,female,Quality Assurance & Testing,QA Lead,Bachelor,Below,Uttarakhand,Haridwar,Hyderabad,14-05-2021,03-12-1978,,No,929359,1283204.9293055902
QA - 13222,Sathish,Rangaswamy,male,Quality Assurance & Testing,Security Tester,Bachelor,Partial,Karnataka,Hubli,Bengaluru,14-03-2023,05-08-1979,,No,1334721,1826215.2801708016
QA - 13223,Juhi,Hota,female,Quality Assurance & Testing,Performance Tester,Master,Meets,Odisha,Cuttack,Pune,05-04-2022,23-10-1986,,No,1204332,1918868.728232579
SM - 13224,Sourabh,Chutia,male,Sales & Marketing,Content Writer,Master,Exceeds,Assam,Guwahati,Bhubaneswar,09-03-2019,10-11-1986,,No,894897,1381715.69872804
UX - 13225,Ratan,Singhdeo,male,UI/UX & Design,Interaction Designer,Master,Meets,Jharkhand,Ranchi,Bengaluru,03-03-2022,12-02-2000,,Yes,1324211,2038901.3555602198
QA - 13226,Lakshita,Goud,female,Quality Assurance & Testing,QA Engineer,Master,Star,Telangana,Hyderabad,Bengaluru,02-09-2024,12-01-1965,,No,723381,1231949.5439550523
DA - 13227,Barun,Patro,male,Data & Analytics,Analytics Consultant,Bachelor,Partial,Odisha,Rourkela,Bengaluru,04-08-2019,24-08-1991,,No,2231146,3024848.9114745175
CD - 13228,Alka,Karnik,female,Cloud & DevOps,Site Reliability Engineer (SRE),Bachelor,Exceeds,Maharashtra,Nashik,Bengaluru,11-08-2015,25-12-1963,18-10-2018,No,579434,807085.0464027836
